"id","star_rating","title","date","site","content_clean_nostop"
"imdb1648",9,"Pure magic","2020-04-20","imdb","magically beginning thrilling perfectly detailed damn poor family live life thrown moral dilemma consequences lies unique screenwriting excellent cinematography"
"imdb1649",9,"New concept movie","2020-02-21","imdb","concept write upcoming perfect wah love"
"imdb1650",9,"Unexpected piece of art","2020-04-19","imdb","unexpected storyline tells society south korea capitalism hollywood todays artistic designed environment feel tensed 20 ago feel bad main protagonists storyline esthetic"
"imdb1651",9,"Art can be found here in every shot","2019-12-07","imdb","funny sad dark comedy drama shocking twist masterpiece represented pure evil pure humanity levels society created smell poor family house girl level live rich family iconic kang ho song father poor family class acting writer bong joon ho history history age created history mid day people day booked ticket"
"imdb1652",9,"Grows on you","2020-02-09","imdb","rated 7 yesterday day thinking slow burn unpredictable makes react outloud"
"imdb1653",9,"Fantastic movie","2020-11-10","imdb","expectations walking love appreciation breached stratosphere 2019 bound classic.filming painting picture time effort boy people"
"imdb1654",9,"What an unusual story.","2020-09-06","imdb","dichotomy families involved live makes refreshing unusual theme tarantino fan house"
"imdb1655",9,"I really speechless when i watch the movie","2021-07-21","imdb","describe regret"
"imdb1656",9,"Masterpiece","2020-09-21","imdb","totally masterpiece deserving oscar"
"imdb1657",9,"Beyond Brilliant!","2020-04-02","imdb","intelligent masterpiece totally oscar worthy strong message greed lands running worldly pleasure matter petty rich feel poor som trodden untouchable stinky filth highlight uncanny realistic background south asian country class parity"
"imdb1658",9,"Not sure how I can even use words adequately to describe this masterpiece","2019-10-19","imdb","simply amazing raised bar future"
"imdb1659",9,"Many dialogues are impressive","2019-12-18","imdb","dialogues impressive spear stabbing heart"
"imdb1660",9,"9.5/10","2020-02-18","imdb","wow masterpiece 2019 boon crafted beautiful world writing seamlessly blends"
"imdb1661",9,"First Movie TO Watch In KOREAN","2020-04-30","imdb","mix unbelievable amazing authentic fantastic funny"
"imdb1662",9,"Splendid","2020-02-11","imdb","century real extent relatable korean leverages korean culture multicultural universal takes importantly comments class differences constantly refrains taking lecturing audience"
"imdb1663",9,"Deserve oscar by far","2020-04-03","imdb","amazing loved revealing care hollywood legendary remember detail time simply special job"
"imdb1664",9,"Unexpected","2019-10-28","imdb","rating 4.7 5 heard finally decided check implies horror hell main poster feels horror ish reality twisted dark comedy comments disparities rich poor families gap widening dirt poor family struggles doubt love support miraculously son job tutoring english rich family's daughter qualifications son starts scheming family involved taking advantage rich family hilarity ensues half straight comedy poor family takes advantage rich family theater laughing storm subtitles reviewers twist 2nd half secret par surprised supposed twist happened enter 3rd act start kinda questions start raised rich family touch world poor family takes survive discussion easy nice tons money layers layers rich poor joker held mirror society blame bad families audience worse rich family easy fake life borderline disconnected society realizing poor family tight knit start close idea brightest family easily transition rich lifestyle makes world tendency chew people spit"
"imdb1665",9,"One of my favorite non-english films!","2020-12-21","imdb","amazing scary left unfazed twists incredible filmed 9.5 10 loved time"
"imdb1666",9,"Masterpiece!!!","2020-04-03","imdb","bong joon ho memories murder seince day wached joon ho country taught mater mater background people world questions life call masterpiece"
"imdb1667",9,"Blew my mind","2020-02-18","imdb","storyline people type storyline based completely"
"imdb1668",9,"Korean cinema at its best","2019-08-19","imdb","time bong joon ho host korean sci fi rise monster han river star stupid low class determine played song kang ho fell love starred song kang ho memories murder taxi driver world war 2 korea japan realized song kang ho's bong joon ho guy quality 3 hiatus host direct mother 4 bong joon ho chris evans tilda swinton masterpiece easily considered 2019 forget noisy blockbuster hollywood action flick gem real gem lover carefully smooth dialog theme class struggle acting craziness comedic situation easily forget fall love korean bong joon ho song kang ho"
"imdb1669",9,"Watch foreign films!","2020-03-05","imdb","due hype foreign easy locate naturally united english speaking nation korean productions foreign language productions advertised grandly quentin tarantino review advocation research stepping confines comfort zone words incredible bong joon ho 1 inch tall barrier subtitles introduced amazing leap comfort zone demonstrates unequivocal terms leap worth"
"imdb1670",9,"Great","2020-02-10","imdb","korean recommend people masterpiece"
"imdb1671",9,"Masterpiece 👍👍","2021-04-07","imdb","moive poor rich people status rich people poor people moive masterpiece moive family"
"imdb1672",9,"An astonishing experience","2019-07-14","imdb","people assure regret love move emotion blink eye laughed shocked confused altogether enjoyed thrilled kinda wanna theater"
"imdb1673",9,"Eat the rich!","2020-07-12","imdb","simple message eat rich"
"imdb1674",9,"Must Watch - (8.5)","2020-04-28","imdb","renting google difficult genre elements mystery romance thriller dark comedy sentiments unique exciting mentions poor depends rich vice versa provoking audience hidden meanings direction level acting negatives.i hour compared hour final verdict missed multiple times"
"imdb1675",9,"Intellectual way of storytelling.","2020-01-04","imdb","taking steps reach top climax blow mind"
"imdb1676",9,"EXTRA! EXTRA! ""Class divide sweeps the globe""","2020-03-10","imdb","dark comedy thriller kims resourceful lower class family swindle employment home wealthy park family rich style social commentary bong joon ho complete control craft cinematography subtly convey rising tension purposeful slow push ins audience notice subtle movement subconsciously feel pressure closing kim family sense foreboding disaster con risk collapse filled deliberate takes smooth camera movement shifts creating compositions frame visually cut helps opportunity share screen building visual representation relationships moving function method emphasising scale parks house audience chance gain constructed sense space symbolic parks vast wealth production design immaculate demonstrates careful attention detail park kim houses sets constructed aesthetically dissimilar feel equally believable locations houses subtle metaphor kim family live street semi basement dwelling park house sits atop hill vertical distancing represents separation families respective classes visualisation understand physical structures enforcing separation classes rich moving poor uphill battle harder idea translates setbacks kim family negatively compound forcing downward spiral parks established forward momentum easily transform obstacles positive opportunity complex poor people rich people bad family possesses bad traits common humanity aiming critique system people lower class infantilized idolisation rich upper class considered child naivety struggle fortunate"
"imdb1677",9,"A very good movie that kept me engaged the entire time.","2020-05-31","imdb","idea poor family con artists upper class family kinda start halfway unexpected suspense kicked time suppose describe snowball hill bigger bigger bam climax crazy hyped bit winning academy award picture choice"
"imdb1678",9,"Very well written, very well acted, and very well directed.","2020-03-26","imdb","love people smart levels loved people 9 10"
"imdb1679",9,"Good Story Telling","2019-12-18","imdb","amazing direction marks music cool thrilling atleast time"
"imdb1680",9,"Instant classic","2020-02-19","imdb","god trailers read description exciting split halfway doorbell rings gripped start 1 star time"
"imdb1681",9,"Gripping and astute black comedy","2021-10-25","imdb","stays finished thinking dialogue realising hints dialogue nuanced actions missed time round family impoverished con artists infiltrating lives wealthy upper class family south korea unexpected twists clever straight forward black comedy appealing sets lighting cinematography house wealthy park family beautiful playing family con artists brilliant succeed wrong times terrible people absorbing edge seat chuckling events unfold time social commentary jarring depth impact straight comedy korea boy loved"
"imdb1682",9,"Masterful filmmaking.","2020-06-12","imdb","twists amazing"
"imdb1683",9,"As someone who grew up with live-in maids and chauffeur","2019-10-09","imdb","promise wont reason argue plausible holes easily thriller"
"imdb1684",9,"Well deserved Oscar","2021-12-03","imdb","5 times tired love plays moral simultaneously building indescribable tension amazing soundtrack amazing sets amazing recommend"
"imdb1685",9,"Simple a masterpiece","2019-10-03","imdb","korean oldboy fallen love country.parasite moveis forget soundtrack cenimatography amazing"
"imdb1686",9,"Fully deserved Oscar win","2021-03-04","imdb","ruined twitter excellent mind would've blown oblivious"
"imdb1687",9,"Great movie","2020-02-27","imdb","awesome totally 10 star starts bit overescalated genreal family guy cellar supposed hero bad guy feel family forget bad ass"
"imdb1688",9,"Too Much Great!","2020-06-02","imdb","visualize difference lower class family rich family"
"imdb1689",9,"About movie","2020-11-11","imdb","amazing normal dont understand cuz metaphor"
"imdb1690",9,"Mastering the basics","2020-03-04","imdb","south korean taking presence industry proof installment oscars main protagonist night bong joon ho diverse genres snowpiercer okja original language english productions original content details makes unnoticed director's genius appreciated host mother memories murder outstanding surprises unexpected truth emotion startled 10 parasites acclaimed cannes festival won golden palm acclaimed oscar awards won international previous manages elements comedy drama comedy written inserted structured seriousness extremely dramatic exciting terrifying culmination bong total author manages link genres total collision generate magic parasites spun history manages wrap rid screen history experience experience hate reveal mention genres time comedy thriller robbery ambitious happening matters messages themes incredibly acted depth accessible enjoyed people choose asian entertains beginning boring highlighting beautiful cinematography music fantastic proper add experience feel time wasted"
"imdb1691",9,"INTELLIGENT MASTERPIECE","2020-04-27","imdb","tragedy realised comedy decade thrillers time intelligent captivating pacing dynamic script brilliant beautifull production design directing cinematography stunning set design express social commentary difference classes subtle intelligent surprising"
"imdb1692",9,"Painting Social Criticism With a New Color","2020-01-22","imdb","convincing confusing convincing untypical pattern hard genre script remains clumsy oppressive feeling nice staging convincing acting set design movie's shoes shoes love"
"imdb1693",9,"Superbly directed","2020-10-17","imdb","slow paced thriller highlights social class divide superbly esp powerful development disappointing conclusion"
"imdb1694",9,"Absurd, weird, unexpected - genius and intimate play!","2019-11-20","imdb","expectation trailer god rare unicorns tone anticipate line editors bong joon ho mastered art slow development complex world building creating subtle tension expect remembering mother snowpiercer inside disappointed light bright images constructed space clean visuality suck deeper deeper character's game play bravely risk boring 2 hours unexpected twists executed genre methods suspense thriller main elements completely perspective started fun political message social criticism hidden shines light individual fate visible invisible differences rich poor unexpected thrilling"
"imdb1695",9,"Superb movie","2020-06-29","imdb","captivating top chair moment"
"imdb1696",9,"Another great Korean film.","2020-01-10","imdb","favourite acting suspense"
"imdb1697",9,"👏😔","2019-08-21","imdb","damnation poverty damnation class differences damnation worldly regret money standard human superiority true poor religion god poor mercy poor poor guilty enjoyed concepts south korean congratulations"
"imdb1698",9,"An impressively constructed South Korean film.","2020-08-03","imdb","impressively constructed south korean lives rich poor entangled leading disaster outs consequences top marks cinematography underlying dark relatable theme shown lives hype surrounding"
"imdb1699",9,"Captivating and very different from many films","2020-07-26","imdb","excellent intrigued unusual occurrences twists clever"
"imdb1700",9,"Brilliant !!!","2020-03-26","imdb","expertly crafted brilliantly acted inspiringly original brings bong joon ho korean class disparity heavy handed international main stage setup edit perfectly edited establish whirlwind internal emotion.a flawless masterpiece south korea highly recommended rating 9 10"
"imdb1701",9,"Outstanding","2020-06-21","imdb","outstanding fascinating subtlety cinematography gorgeous conveys musical score emphasizes underlying themes deftly ramps creeping sense dread socio economic statement crafting tight thriller captures audience attention start finish"
"imdb1702",9,"A psychological study of the mind of the Rich and the Poor","2019-08-10","imdb","bong joon ho surpass previous masterpiece memories murder doubt 2019 usual bong joon ho's weird absolutely love original smart questioning guy bad guy poor survive rich live life standing top ignorance people dive background grasp motives expressions subtle hints dialogue spoken shown contrast social classes society hinted entire impressed efforts filmmakers significant moments casts excellent include favorite song kang ho manage convincing weird setting moments role play outshines disappoint won palme d'or cannes odd simple powerful message"
"imdb1703",9,"This movie took a turn","2019-11-02","imdb","holy crap fantastic invested foreign immediately"
"imdb1704",9,"Fun dark comedy","2020-08-12","imdb","hilarious time sadness reality class level society twist mystery surprising fun nicely personally 1917 should've won oscar"
"imdb1705",9,"how sick/weird is this movie and still catch you in","2020-01-12","imdb","change hell happen quit intresting understand culture limits poverty rich people worth hurry life kim ki woo time quality korean chinese japanese culture recorded pure fiction feeling real thingh unrealistic happen note 9 2 vision tend sad happen happy"
"imdb1706",9,"My kind of tea for an amazing film~","2019-06-27","imdb","incredibly basically drama thriller joon ho bong god perfect love drama love thriller crime hit perfect spot liking perfect emotional awards deserved fan bong's im hits"
"imdb1707",9,"Movie is... watchable","2019-11-07","imdb","slaps hard fool music absolutely fantastic direction technicality cinematography acting script god expectations set trailer meet expectations exceed expectations expectations simply exist realize enjoyed leaving theater loved loving simply recommend chance enjoy hype worlds time masterpiece expectations enjoy remove expectations enjoy ride gonna socks blown feet asap"
"imdb1708",9,"On of the most beautiful film of this year","2020-03-11","imdb","sense captivates heart filming fun"
"imdb1709",9,"A remarkable film! This will surprise you, shock you, touch you.","2020-12-21","imdb","explores relationships haves nots tension builds edge seat acting direction superb thinking days highly recommend feel decade nominated won awards including oscars picture directing"
"imdb1710",9,"Peach of a movie","2020-07-25","imdb","night iris korean cannes oscar disappoint bong cinematic master universe fantasy world ugliness class conflict shown bare parasites rich leeching poor retaliate attaching underbelly rulers told words utilisation space people occupy kim family bundled frame perched awkwardly furniture fit parks sit separate frame narrative literally uncharted territory fantastic conclusion brilliant"
"imdb1711",9,"wars of the classes","2019-08-09","imdb","middle 2019 mark experienced event events korean joon ho bong gisaengchung received palme d'or cannes festival time jury's choice extremely profound complex cinematographic hesitate painful questions huge differences social classes deep prejudices divide today's world elegant expressive images chance remain memory spectators time causing reflect engaging captivating center families today's south korea located extremes society parks live spacious luxurious villa art surrounded green landscape ceo company spoiled housewife kids girl boy spoiled surrounded servants drivers tutors children kis live crammed unhealthy half underground flat parents unemployed children smart people chance overcoming social condition poverty homes families play significant role luxury parks villa hides secrets claustrophobic disorder kis family home similar family shoplifters japanese hirokazu koreeda destinies families accidentally intersect boy poor family forged references private tutor daughter rich family relationships intensify cultural differences diminish fortunate family equal superior adapting life cultural interactions halfway audience social satire light style rich family poor family weeks ago writing korean noticed defy genre cataloging combine styles original surprising mosaics regard"
"imdb1712",9,"Inspired, intriguing Korean offering","2020-06-15","imdb","star rating saturday night friday night friday morning sunday night monday morning kims south korean family including father ki taek kang ho song wife yeon kyo yeo jeong jo son dong ik sun kyun lee live poverty slums korea scamming free wi fi dong ik job english tutor daughter rich family headed father guen se myeong hoon park mother chung sook hye jin jang rest weed capacities accustomed quality life grievance disgruntled housekeeper rosie peralta wronged lethally awry month break bombardment regurgitated hollywood seemingly recession proof soulless dross fills screens account close pandemic position losing money reason critically acclaimed offering world south korea notches perfect undeniably original inspired piece food bong joon ho attempting commentary rich poor divide undoubtedly exists society degree noted observations cold reality ching sook mentioning rich people afford nice trusting result ki taek lamenting plan worst surest wrong people lazy unethical system grinded overlong drag bit undoubtedly leaves impression makes hidden treasures koreans hiding"
"imdb1713",9,"Totally Unique","2020-08-07","imdb","read reviews happily korea shed cultural biases including clever engaging title assume means principle figures managed infest body sustain hope future"
"imdb1714",9,"An uncategorizable masterpiece","2020-02-21","imdb","utterly uncategorisable impossible define win palme d'or academy award picture reviewed century caused huge waves english language win picture writer bong joon ho tied walt oscars awarded person night top person history win oscars single short significant unexpected impact official website pitch black modern fairy tale comprehensive summary adequately delineate real nature comedy manners social satire heist thriller horror family drama farce economic treatise social realism tragedy allegory ulysses adopting shedding genres seamlessly effectively genre ulysses exceptional written bong directing cinematography mise en scène editing production design sound design score acting weak link achieves rarest lives hype kim family luck father ki taek mother chung sook daughter ki jeong son ki woo reside tiny basement apartment window popular urination spot alley unemployed eke meagre living folding pizza boxes nearby restaurant fortunes change ki woo meets min hyuk childhood friend university min hyuk english tutor daughter wealthy family leave korea suggests ki woo armed fake diploma created ki jeong photoshop ki woo successfully applies job park family father dong ik mother yeon gyo daughter da hye son da song welcomes ki woo lavish home discovering wealthy parks kims hatch elaborate scheme oust park's current domestic staff"
"imdb1715",9,"Income Inequality: The Movie","2020-03-02","imdb","fascinating south korean starts poor family scheming jobs rich family eventually darker weirder exploration class wealth divide personal tragedy societal tragedy time times funny exciting beautifully acted provoking compelling rare deserved awards won"
"imdb1716",8,"The emotional truth of class struggle","2020-02-15","imdb","poor sucks poetry misery stunts emotional physical growth fight improve suck surrender makes bitter angry loss innocence poor blessed naivety rich"
"imdb1717",8,"A brilliantly unique movie with endless unseen twists and turns","2020-01-24","imdb","subtitled reviews glad fantastically draws stops surprising laugh shock corner worth anyone's time"
"imdb1718",8,"A Great film, but...","2020-02-22","imdb","piece raise random unexpected event pretty doens't reach dit happened ditn't"
"imdb1719",8,"A great story for out times.","2019-08-06","imdb","crafted shaped times feel obvious message times"
"imdb1720",8,"Solid film in the genre of Fargo.","2020-02-22","imdb","unsure hype enjoyable solid development cinematography editing flow plenty surprises deeper meanings exposure korean culture reviewing swoon call awful base tarantino violent style couple times angles complex won picture reason bury competition won depending"
"imdb1721",8,"It's good, but it is not surpass ""Memories of Murder""","2019-08-16","imdb","objectively speaking memories murder mother burning cannes win prize bong joon ho master genre"
"imdb1722",8,"Movie that everyone should watch.","2020-04-02","imdb","interaction families poor family acts rich family appreciating concept"
"imdb1723",8,"First time I've agreed with the Academy in recent memory. Amazing!","2020-02-18","imdb","treat heard friends pleasant surprise expecting thriller funny heart warming scary fill boxes worthy pic award agendas silliness writing spun loved"
"imdb1724",8,"Upstairs Downstairs","2019-10-21","imdb","highly recommended refreshing unconventional genre mix comedy drama thriller elements based strong social commentary existing class struggles highly industrialized societies sounds bit weird makes fun serving importance intelligent screen writing highly inspired ensemble join surprise"
"imdb1725",8,"Different storyline","2020-05-06","imdb","depicts life thinking culture people living slum crude sense"
"imdb1726",8,"Poverty","2020-01-17","imdb","guess people understand poverty people powerful clever depict real poverty reading review poor real poor depicted struggles real life level taste idea predators wild numb gaze bites neck prey fierce extra concerns ethnicity pain morality absolute focus hunt quick dinner flamboyance straight desire feed desire"
"imdb1727",8,"just watch it","2019-11-04","imdb","beggining blink eye events exciting idea brilliant classism perfectly displayed idea enjoyed highly recommand"
"imdb1728",8,"An interesting and a simple film which could have been more detailed","2022-02-28","imdb","simple produced simplest fit background families"
"imdb1729",8,"buckle up, it fast and pretty dense","2019-08-21","imdb","tight written phases barely miss glimpse personally conversation rest perfect aspect understand pay attention surprise detail tone beautiful portions easy understand poster dark nice picture post event ki woo friend react"
"imdb1730",8,"A Very Cynical Movie","2019-10-21","imdb","interessting situations audience laugh arthouse blockbuster action camera location house rich family reminds bit house machina style similiar korean burning oldboy"
"imdb1731",8,"It's a nice movie.","2020-05-13","imdb","coronavirus quarantine korean"
"imdb1732",8,"One of the Best of 2019","2019-11-26","imdb","fan joon ho bong's famous memories murder excited wife uncharacteristically foreign art afraid exploration scratch surface briefly mention cinematography wonderful joon ho unleashed bonds entertainment parcel released okja american theaters snowpiercer luxuriate height imagery ranging subterranean staircases winding city streets descending slums textually communicate ideas audience subtle panache average goer dichotomy humor terror acting script feel jarring atmosphere imagine watches enjoy experience true revelation themes class struggle survival writ beginning poor seek means sustain lives abandoning true identities rich glean scraps table dismissal poor hint offense desperation people exist eventual reaction stuns displaying benefits life linked wealthy person happiness happiness despair time passes humor joy experienced audience feels true rug pulled horror dash humor funny sprinkle violent class struggle funniest terror inducing atmospheric horror 11.50 local buy heavy handed feels preachy propagandist"
"imdb1733",8,"A fantastic film. See it before the inevitable bad American remake.","2020-01-12","imdb","people failed grasp message cerebral intellect handle ha ha dark dramatic black comedy strong social commentary hugely enjoyable deserving accolades hollywood remake ruins excellence fabulous"
"imdb1734",8,"A Korean Masterpiece","2020-04-22","imdb","slow moving beginning picked quickly gut wrenching climax comedy errors social commentary human emotions horrifying climax ingredients prize winning"
"imdb1735",8,"Utterly Original","2024-02-12","imdb","utterly original times darkly funny biting social commentary times uncomfortable viewing verging horror keen individual root positives outweigh negatives easy garnered awards understand negatives real biggest individual disinterested spectator lack emotional investment meant unable shrug negatives mark utterly original makes worth time"
"imdb1736",8,"Man, this movie is way too interesting!","2020-06-18","imdb","love including cinematography depicts writers convey aspects impressed beautiful architecture house plays telling talks rich poor korea tells life affects one's personality brings mysterious finished genre understand meant"
"imdb1737",8,"not the best but good enough","2019-08-20","imdb","personally prefer burning offers dramatic"
"imdb1738",8,"Great but need to cut unnecessary scenes","2019-08-30","imdb","fascinating should've cut unnecessary pace skip prolonged lines add love arc love awesome"
"imdb1739",8,"Brilliant!","2020-04-16","imdb","immensely fun wife heard buzz decided acting 10 10 unique executed 10 10 fantastic cinematography directing 10 10 note wife trailer enjoy"
"imdb1740",8,"Refreshingly different","2020-11-15","imdb","similar reviews attempts draw attention glad found provoking lingering sadness disparity humanity crafted beating heart poignant premise"
"imdb1741",8,"You gotta watch it.","2020-01-17","imdb","reason giving 8 emotions rollercoaster anxious worried sad happy feel fear plays mind masterpiece heck"
"imdb1742",8,"The fable and the heavy hand","2020-01-02","imdb","social satires push awareness unaware preaching choir bong joon ho's agree director's populist political stance would've told spoiling satisfying thriller calculated nano meter equal precision pressure unease focus revolves ki taek family poor unemployed living semi basement halfway underground forcing metaphor argue symbolically represent cut line lower upper classes poor forces clever witty survive plan attach rich family sake spoiling stop touches single social defined class lack social awareness half naivete rich wit poor augmented oversimplify properly parable definition simple heavy handed approach pays pushes unnecessary inexplicable seemingly random explosions rage undeniably cutting edge modern bong joon ho traditional fables conceptualize clarify vagaries modernity complexion decidedly simple frames minimalist polished performant asian architecture privileged property takes harsh"
"imdb1743",8,"Great movie..","2020-02-13","imdb","dont security cameras house wealthy protective family strangers tutor kids closed doors bedrooms security camera secure front door camera fun intense ride"
"imdb1744",8,"A very unique and fun movie!","2020-02-24","imdb","information glad title threw thinking horror comedy drama original huge fan bit time difference deserved awards"
"imdb1745",8,"Overrated","2020-02-02","imdb","bad honestly understand single 10 star review people simply overrated"
"imdb1746",8,"Not good enough for best picture","2020-02-11","imdb","plenty ludicrous joker favorite expect win picture 1917 deserves"
"imdb1747",8,"From the same director that gave us Okja and Snowpiercer.","2020-03-22","imdb","average afficionado admit obvious read message convey surface families extreme social ladder parks tech mansion luscious front yard hides world kims basement apartment window sad reality fighting surviving obvious transpired believable makes difference cultural philippines depicted soap operas million times nots automatically nice people hopeful hard haves depicted calculating manipulative taking advantage evident head kim household commented parks rich nice wife countered nice rich money makes living easy stressed afford time nice true related kinder automatic exception rule casted choi woo shik fight kim chain events started supposed hate combination cunning naivete makes appealing parks cho yeo jeong park standout playing balance simple hands head household notice lee sun kyun coffee prince park park seo joon fight secretary kim supporting role note parks house personality commanding attention premises winning 2019 cannes palm d'or award besting 20 foreign submitted south korea's entry foreign oscars 99 rotten tomato rating 8.5 wrong written infiltration host parasites flowed naturally"
"imdb1748",8,"Good movie but no better than shoplifters","2020-01-08","imdb","photographic scenic decent losing strength experience people putting complex twisted twist style oriental taste excellent foreign criticism class conflicts shoplifters realistic cruel reflect depress english"
"imdb1749",8,"Amazing Bizarre and Bizarrely Amazing","2019-12-07","imdb","unnamed south korean city family middle aged couple adult son daughter struggle low paying jobs cramped basement apartment live son fortune paying job home wealthy family family manipulate similar fortune massive chaos universally acclaimed unique worthy acclaim bizarrely amazing amazingly bizarre half succeeds farcical comedy dramatic twists suspense thrills class war top wins flexibility mystery potential villains climax time dramatic surprises unnecessary top hint aftermath huge rainfall false pale compared film's assets uniqueness originality song kang ho patriarch poor family registers pent emotion bong joon ho talents comparable alfred hitchcock easy compare year's burning south korean digs deeply modern class conflicts explosive examples south korean leads acknowledging contemporary class struggles exacerbated past decades fine examples inspire makers countries"
"imdb1750",8,"Compelling","2020-03-01","imdb","thriller true horror delivered levels notably acting cinematography direction expect twists psychological mess mind easily digested nicely voiced believable dubbing"
"imdb1751",8,"Mystery is beautiful.","2019-12-26","imdb","mysterious time surprises person regret"
"imdb1752",8,"Great","2020-02-14","imdb","prejudiced korean sounds simple imitations hollywood congratulations deserved oscar"
"imdb1753",8,"Great Foreign Film for The Times","2020-03-07","imdb","worth catalyst appreciation foreign academy award accustomed foreign type quality expect personally blown won picture culturally easy access starting wormhole discover foreign gems"
"imdb1754",8,"Ironic","2022-08-11","imdb","parasitism humans parasitize levels laughs fight parasites fights"
"imdb1755",8,"I can't believe this movie won oscar best picture !","2020-03-11","imdb","masterpiece combination humor tragic events"
"imdb1756",8,"The title gives the movie","2020-06-01","imdb","life poor family wishing poor livetheir lives dream dreaming forever excellent screnplay inch unexpected climax"
"imdb1757",8,"This is great cinema.","2019-10-29","imdb","expected jeong eun lee's performance freaking awesome convinced performance comment aspects spoiling final act slightly weaker compared knowing wilder ride"
"imdb1758",8,"Thoroughly enjoyable","2022-06-02","imdb","fan subtitles apprehensive knowing won oscar half gripped twists toes 20 minutes enjoyable nonetheless"
"imdb1759",8,"Oscar worthy.","2020-04-03","imdb","south korean review debated critiqued wowed jury cannes walked oscars including picture english stayed kim family relaxing employers parks mansion picnic parks unaware driver housekeeper tutor translator hired family kims cunningly manipulated seek employment talking father kim remarks madam nice lady rich nice wife corrects nice rich amazingly conceived park couple lying incidentally drawing sofa park observes driver kim behaved guy cross limit hates stink smells rag writer bong joon ho makes solid statement class divide seemingly apparent exists thrives universally mind set level highly relatable drama blending comedy situations culminating cracker bloodied climax infact exaggeration explores myriad human relationships leaves wondering online amazon prime english subtitles sumeet nadkarni"
"imdb1760",8,"Well, only Koreans could make such a movie","2020-08-02","imdb","crippy fast koreans creepy original gotta"
"imdb1761",8,"Good Movie","2022-04-08","imdb","pretty camera angles acting natural professionals creating smooth feel inside personally found hole affect opinion"
"imdb1762",8,"Suspense and humor","2019-11-28","imdb","acting beautiful camera surprising suspense oftentimes released humor crazy culmination ultimately"
"imdb1763",8,"Brilliant Class Study, Contrived Plot","2022-08-08","imdb","tells kim family son wealthy kim family english tutor piece piece kim clan scheme kim family father driver mother housekeeper son tutor daughter art teacher therapist parks parks relationship hilarious black comedy love thriller class commentary genre defying genuinely enjoyable highlights class divisions kim family park family incredible contrasting storm kims house upended parks host backyard camping adventure opinion kim family act people lie jobs steal park family frame undermine existing fired people struggling social class kims class solidarity takes ahead stop 8 10 feeling basement setup contrived device move unsubtle metaphor secret underground shelter beneath house parks housekeeper storing husband half decade owners wind oblivious literally beneath people living bowels house feed inhabitants top untreated kill host worth hearing hype hit 10 10"
"imdb1764",8,"Good Job","2020-04-05","imdb","mastery time space ingenious reflects opposition rich poor exposing frustration bottom society"
"imdb1765",8,"One of the best foreign language films","2019-11-18","imdb","nomination foreign language oscar enjoyable fun deserving 9 10 asian move farewell superior unbelievable questionable sequence enjoyable worth deserves strong 8 oscar consideration"
"imdb1766",8,"Surprisingly fresh type of movie","2021-12-02","imdb","fantastic dialogue presence humor sadness terror gem amazing telling shocks excites"
"imdb1767",8,"AVOID ALL SPOILERS AT ALL COSTS!!","2020-01-24","imdb","happy managed idea trailers strong indication rely subtitles knowing subtleties miss limited translation ater time reflection reminds shoplifters excellent reflects unconventional familial love"
"imdb1768",8,"One Parasite you shouldn't avoid","2020-02-10","imdb","synopsis poor family south korea con home wealthy middle dark unexpected secret review original masterpiece bong joon ho's direction phenomenal acting intricate precise left special positives mentioned directing absolutely superb bong joon ho immersive directing style lose feel living living acting oscar worthy kang ho song sun kyun lee yeo jeong jo woo sik choi dam park unbelievable chemistry stand outs kang ho yeo jeong feel captains storytelling respective families short amazing build kim ki taek kang ho song ultimate absolute unwarranted trust obliviousness park yeon kyo yeo jeong jo feel difference class family struggles poverty life rich money mask ignorance negatives tough negatives wrong rewatching bad heavy subject matter gravitate multiple viewings perfect 10 10 conclusion encourage original told people talk significance taught classes timeless superb cinematography editing opposed foreign boat 8.9 10"
"imdb1769",8,"It's good but not like that good.","2020-01-19","imdb","wrong reviews provoking wrong"
"imdb1770",8,"Great and surprising Story","2020-02-09","imdb","thrilling epic avoid feel overwhelmed sensations surprised"
"imdb1771",8,"Nice fun hijacked by the limousine liberals","2020-02-18","imdb","bbc adverts night fun acted slightly satirical light meringue 8 10 held aloft simba concerned entertainment industry love makes rebel peg nose"
"imdb1772",8,"Why people should watch foreign films!","2020-01-12","imdb","reinforce people ridiculous foreign people scared subtitles missing 5 minutes subtitles realise reading fantastic set genre experience drama thriller romance horror unlike sympathise 99 villain wont 2019"
"imdb1773",8,"unpredictable, eerie and with original horror plot","2020-01-18","imdb","nowadays horror blood gores fear inducing trite breaking mold category realm hollywood synopsis hollywood adapted proves ingenuity"
"imdb1774",8,"Worthy oscar winner","2020-02-11","imdb","loved uk weekend oscar winners announced colour space sound superb perfect wonderfully funny thrilling time found slow worth effort poor society treated cockroaches species parasitic shy undeserving wealthy easier generous people wealthy evil simply oblivious"
"imdb1775",8,"An Interesting watch","2021-02-12","imdb","honest headed halfway surprised mix genres underlying tones survival fittest class outstanding"
"imdb1776",8,"You know is Korean movie when something like this happen.","2020-01-16","imdb","exposure korean drama horror horribly wrong happy unexpected drama 8 10"
"imdb1777",8,"Deserve to be seen.","2019-09-28","imdb","real gem laugh shiver love satires"
"imdb1778",8,"Good movie","2019-11-07","imdb","harmonious asian mixture black comedy thriller psychological korean society offers frame beautiful"
