id,content_clean,star_rating,title,date,site,content_trim
imdb0330,movies period masterpiece plot directing camera character development watch deep movie,10,One of the best movies ever made. Period.,2021-05-15,imdb,"One of the best movies ever made. Period. Everything is just a masterpiece here: plot, directing, camera work, character development. A must watch DEEP movie."
imdb0331,movie keeping shelves 2 months reality today's world acting top notch words explain story simple mind blowing hook till korean movies decade remake spoil classic,10,"Worth the hype,.....,",2020-01-05,imdb,Saw this movie today after keeping it for shelves for 2 months......a reality in today's world...... acting was top notch. Don't have any words to explain the story. It's simple mind-blowing. Keeps you on hook till the end. One of the best korean movies of the last decade. Hopefully no one will remake it and spoil this classic
imdb0332,korean film makers literally mind absolutely unique film forget,10,It's extremely hard to get a 10/10 from me.,2019-09-02,imdb,Korean film makers literally have such a interesting mind. Absolutely unique and a film I'll never forget!
imdb0333,dad watch foreign films require subtitles thay cry film screenplay time incorporating elements fit puzzle characters deep compelling score stuck head time story knowing bong joon ho deserving oscar wins hope introduce americans south korean films parasite,10,Go in knowing nothing.,2020-02-16,imdb,"My dad is someone that doesn't even watch foreign films that require subtitles and he thought it was great. If thay doesn't cry out how great this film is then I don't know what. This screenplay is one of the best in a long time, incorporating elements that fit together like a puzzle, the characters are all deep and compelling, the score will be stuck in my head for a long time, and the story is one to go in without knowing anything. Bong Joon Ho is deserving of his Oscar wins and I hope this will introduce more Americans to South Korean films that are as good as Parasite."
imdb0334,expectations watching parasite films 2019 love affection film movies watched film takes dig meritocracy humor film outstanding kang ho song played played character perfection narration masterpiece,10,Keeps you on the edge,2020-03-27,imdb,"I had no expectations before watching Parasite, it's truly one of the best films of 2019. My love and affection for this film is just like every other great movies I've watched. The film also takes a dig at meritocracy, the humor in the film is quite outstanding. Kang-Ho Song has played his played his character with near perfection and the narration is just as good. All in all this is just a masterpiece!"
imdb0335,masterful script bong joon ho's usual brilliant direction film easily entire cast amazing performances gripped main difference roma foreign films attempt foreign film roma found chore sit urge watch parasite disappointed trailers absolutely justice director picture contender oscars,10,100X better than Roma,2020-01-15,imdb,"With a masterful script and Bong Joon-Ho's (usual) brilliant direction, this film is easily one of the best of the year. The entire cast give amazing performances which keep you gripped and thats the main difference between this and Roma. I myself am not usually one for foreign films so if your first attempt at a foreign film was Roma and you found that a chore to sit through as I did, I urge you to watch Parasite. You won't be disappointed and the trailers do it absolutely no justice. Definitely a best director and best picture contender at the Oscars this year."
imdb0336,tired endless hollywood sequels super hero movies miss quentin tarantino type movies heroic central character entertaining story beautifully shot told twist nice tight pace start finish,10,Entertaining!,2019-10-27,imdb,"A must see if you are tired of endless Hollywood sequels and super hero movies. A can't miss if you are into Quentin Tarantino type of movies (although, without a heroic central character). This is a very entertaining story that's beautifully shot and told with many twist and turns, at a nice and tight pace, from start to finish."
imdb0337,parasite gisaengchung 2019 directed written bong joon ho thriller tells story poor lower class family slowly worm household rich upper class family family hired job employers unaware family unexpected act honestly expecting movie enjoyed parasite opinion deserves academy awards won,10,Who were the titular Parasites?,2020-02-16,imdb,"Parasite (Gisaengchung) (2019) is directed and written by Bong Joon Ho. It is a thriller that tells the story of a poor, Lower class family that slowly worm their way into the household of a rich, upper class family. One by one the family get hired to do a job, with the employers unaware that they are a family. Things take an unexpected turn in the third act and I can honestly say that I wasn't expecting the way that this movie ended up. I really enjoyed Parasite and in my opinion, it deserves the Academy Awards that it won."
imdb0338,finishing movie left awe transition lighthearted introduction thriller drama directing intricate storyline notice connected scriptwriting reversal roles lumming existence reality hours story short movie spectacular shy movie academy,10,Movie of the decade and I say this with absolute confidence,2020-02-20,imdb,"Finishing this movie left me in AWE. Everything from the transition from a lighthearted introduction to a thriller drama, the directing, the intricate storyline (notice how connected everything is - really shows great scriptwriting), the reversal of roles and even the lumming existence of reality...I could go on for HOURS. To keep a long story short, this movie was SPECTACULAR. Do not shy away from this movie. The Academy has done something right."
imdb0339,ratings film understand awards story transcends cultures countries haves nots exemplifies matter realm life acting superb watching original language realistic,10,Wonderful story telling,2020-04-14,imdb,I am not someone who gives high high ratings. Seeing this film I now understand the awards it has one. This story transcends all cultures in all countries. The haves and the have nots. It exemplifies that it does not matter in the full realm how life ends up. The acting was superb and watching it in the original language made it so more realistic.
imdb0340,simply single film wrong comedy drama moments tension commentary social class acting writing filmmaking parasite totally deserved palme d'or win oscars golden globes awards nominated incredibly parasite short masterpiece,10,On Point!,2019-11-10,imdb,"I'm going to put it simply: There's not a single thing this film does wrong. The comedy is on point. The drama is on point. The moments of tension are on point. The commentary on social class is on point. Acting, writing, filmmaking - on point. Parasite totally deserved the Palme D'Or and I want this to win all the Oscars, all the Golden Globes, and any other awards it gets nominated for because everything in this s**t was incredibly on point. Parasite is nothing short of a MASTERPIECE."
imdb0341,perfect wonderful film,10,Perfection,2020-02-15,imdb,Perfect. What else can you say about the wonderful film.
imdb0342,movie belong genre impresive story telling 2019,10,Different,2020-01-01,imdb,A movie that doesn't really belong to any genre. Still impresive story telling. One of the best of 2019
imdb0343,time cinemas loved time describe thankful gem wide release australia countries rare occurrence foreign films time absolutely enthralled unique story found witty subversive idea headed bong joon ho director greatly manages pull genuinely funny comedy scenes feels natural jarring diminish story's seriousness ditract dramatic performances cast song kang ho performance story head completely caught guard plot escalation time film completely genres halfway astounding stylistic features change tone shift score tense dramatic camera movement sweeping eratic perfectly complementary escalating screen cinematography shot poster time payed extra attention hints details set escalation rewarding experience pick fourth viewing absolutely adore film check recommend confess liking foreign films gruelling task read watching favourite 2019 surprised changed,10,A quirky family comedy that transgresses into a vicious social satire on Korean class division,2019-08-14,imdb,"I just this for the second time in cinemas and I loved it just as much as the first time. I cannot describe how thankful I am that this gem has been given a wide release in Australia before most countries, which is a rare occurrence, especially with foreign films. The first time I saw this, I was absolutely enthralled by it because of the unique story being presented. I found it to be witty yet subversive, and I had no idea where it was headed. Bong-Joon Ho is a director who's work that I've seen at this point is something I greatly appreciate. He always manages to pull genuinely funny comedy out of his scenes that somehow feels natural rather than jarring. It doesn't diminish from the story's overall seriousness, nor does it ditract from the dramatic performances of the cast, especially Song Kang-Ho, who I have not seen give a performance that was not great yet. Where the story did head completely caught me off guard, but in a good way. It is one of the best uses of plot escalation I have seen in a long time, to the point where the film completely changes genres halfway through and it's astounding because it works so well. The stylistic features change with the tone shift as well, as the score becomes more tense and dramatic, and the camera movement becomes more sweeping and eratic. It's all so perfectly complementary to what's escalating on screen. The cinematography is so good that any shot could be used as the poster, and it would make good one at that. The second time I saw this I payed extra attention to any hints or details that are presented which set up the escalation to come, and it was a truly rewarding experience. I think there's still things I won't pick up until my third or fourth viewing. I absolutely adore this film, and I think everyone should check it out. I would even recommend it to those who confess to not liking foreign films because they have to go through the gruelling task of actually having to read what they're watching. This is my favourite of 2019 so far, and I would be very surprised if that changed from now."
imdb0344,story line plot actors meaning movie incredibly art standing ovation bong joon ho,10,Best movie of the year. Stay pressed yall,2021-02-17,imdb,"I don't even know what to say. from the story line, the plot, the actors, the meaning behind the movie is... incredibly art standing ovation for Bong Joon Ho"
imdb0345,story social differences leave amazed photographic qualities performances actors plot adore movie story stereotypically bad guy lars von trier stanley kubrick love movie,10,"Subtle, moving, intriguing and beautifully directed",2020-05-10,imdb,"It's a great story about social differences which will leave you amazed by its photographic qualities, the performances by the actors, and the plot! I adore the way this movie is able to tell the story without being so stereotypically in-your-face about who is the bad guy and who is the good one. If you like Lars von Trier and Stanley Kubrick, I think you will love this movie."
imdb0346,brilliant screenplay strory telling director job awesomely actors act brilliant excellent story concept watch,10,AMAZING MUST WATCH OSCAR DESERVE...👏👏👏👏👏👏👏👏,2020-04-01,imdb,Brilliant screenplay Strory telling Director had done his job very very.... Awesomely Actors act brilliant Excellent story and concept Must watch for everyone....
imdb0347,simply deserved praise movie masterpiece bong's movies date cult classic,10,One of the best films of this generation,2020-04-03,imdb,"Simply put it deserved all the praise it got, and the movie is a masterpiece. One of Bong's best movies to date. Will become cult classic in a few years."
imdb0348,movie wow masterpiece twist twist,10,"Wow, just WOW!",2020-02-13,imdb,"NEVER seen a movie like this. Wow what a masterpiece! Twist after twist, it had it ALL!!!"
imdb0349,crime thriller watched guess plot bring minute movie guess wrong unexpected character strong impact movie pay attention detail builds story deep meaning story movie masterpiece worth watching,10,This movie is masterpiece,2020-02-15,imdb,"One of best crime/thriller i've watched. I can't guess where the plot will bring me, every minute in the movie i tried to guess but mostly i wrong, and got the unexpected, even the ending. Every character really has strong impact in the movie, and you must pay attention about every little detail they do, because that builds up the story, and has really deep meaning for the story. The movie itself is masterpiece, really worth watching."
imdb0350,honestly favorite movie time lot fantastic movies 1 john wick sequels avatar titanic stop movie 30 living tops bong joon ho genius bts country freaking proud peoples bubble dont unnecessarily closed minded prejudice world offer possibilities ignore thousands telling higly recommended 100 10,10,100% Watch Parasite! Its like no other,2020-07-27,imdb,"This honestly is my most favorite movie of all time that I've seen so far! Theres a lot of fantastic movies but this is definitely no.1 then Get Out, all the John Wick sequels, Avatar and Titanic. Theres more but I'll stop here. But this movie right here in my 30 years of living tops every last one. Bong Joon-Ho is a genius! Him & BTS are doing their country really freaking proud. This just goes to show you theres so much outside most peoples bubble that they dont know about because they're unnecessarily to closed minded & prejudice. The world has so much to offer if you're open to all its possibilities & ignore the thousands telling you no. Higly recommended!!! 100/10"
imdb0351,movie premise strange unique happen touched issues class family excellent movies deserves 10 stars,10,"All-encompasing, unpredictable, engaging",2020-01-20,imdb,This movie had it all. The premise was so strange and unique. I never knew what was going to happen next. It touched on important issues around class and family. Overall just excellent. One of the few movies that deserves 10 stars
imdb0352,heard film watching idea expected glad watched impactful american production american cast recommend watch,10,Wow!,2019-10-12,imdb,I heard nothing but great things about this film and upon watching it I had no idea what it was about or what to expected. I'm glad I watched it because it was like nothing I've ever seen before. I could definitely say it wouldn't be as impactful to me if it was American production with an all American cast. I would definitely recommend this watch!
imdb0353,loved film story cinematography performances direction refreshing change superhero films top cgi studio films funny sad intense switch phone film enjoy regret,10,Fantastic,2020-11-28,imdb,"Loved so much about this film from the story to the cinematography, the performances the direction. A refreshing change from superhero films and over the top CGI studio films. It's funny it's sad it's intense. So switch off the phone, turn on the film and enjoy. You won't regret it."
imdb0354,watch mesmerising mixed overwhelming feelings hours leave continue,10,A Masterpiece,2020-02-10,imdb,A must watch .. mesmerising with mixed overwhelming feelings throughout the two hours.. it doesn't leave you after it ends; you cannot help but continue think of what if!
imdb0355,movie left sad feeling ut heartbreaking watch poverty people exposed weird amazing sad movie details movie,10,Do sad and heartbreaking,2020-04-15,imdb,"This movie left me with a very sad feeling :( Ut was heartbreaking to watch the poverty these people are exposed to. Weird, but amazing and sad movie. I cant give much more details then this. Just see the movie for yourselves."
imdb0356,won picture understood watching watch,10,10/10,2020-02-25,imdb,"Won best picture, I understood why after watching it. Definitely a must watch."
imdb0357,write describe raw initial finished film complete awe staring wall awe parasite art sheer masterpiece film oozes mastery detail tells story drawn moth flame grips hard sways genres gracefully offers comedy dark light drama horror thrill packaged seamlessly conveyed breathtaking performances board watched share korean cinema common parasite takes level materializes ideas words communicate extremely rare experience film movies feel incredible director bong joon ho proves master cross genre domain takes charge feel safe hands watching shapes scenes perfectly true master trade honesty feel experiment time experienced piece art absloutely wholeheartedly loved single film mindblowing,10,A Masterpiece/Work of art.,2019-11-26,imdb,"As I write this, I want to describe my raw initial state after I finished the film, I'm in a state of complete awe, staring into the wall kind of awe, Parasite is truly a work of art, a sheer masterpiece. This film oozes with mastery, every little detail tells a story of its own, I was drawn to it like a moth to a flame, it grips hard and it never lets go, it sways between genres gracefully, it offers comedy both dark and light, drama, horror, thrill, and it's all packaged so seamlessly, conveyed to us throughout breathtaking performances across the board, I've watched my share of Korean Cinema to know that's a common thing but Parasite takes it to a whole other level, it materializes thoughts and ideas, things words can not communicate, it is extremely rare to experience such a thing in film, I can only name a small number of movies that actually made me feel this way, just incredible. Director Bong Joon Ho proves that he is a master within his own cross-genre domain, he takes charge and you actually feel like you're in safe hands watching this, he shapes the scenes perfectly, A true master of his trade, Thank You. In all honesty, I feel like I went through an experiment where the time went still and I experienced a piece of art such as this, I absloutely, wholeheartedly loved every single second of this film, MINDBLOWING."
imdb0358,roller coaster movie characters plot twists narrative draws start movie add time favorites,10,A great story & well executed,2020-04-24,imdb,A roller coaster of a movie with great characters and plot twists. A narrative that draws you in from start to end. A movie to add to all time favorites.
imdb0359,parasite hard film discuss films horrendous genuinely hard film talk research trailers spoil outcome hard truth completely blind films surprise essentially words describe superb south korean thriller simply director bong joon ho pure bong insane single genre hard genre slot horror thriller crime caper comedy drama time sense bong creates cinema genre single technique directing style film 2000 barking dogs bite memories murder monster invasion flick host snowpiercer describe film netflix's okja seventh film parasite completely crazy meticulous crowd pleaser mindbending thriller art house caper successfully reel intrigued scratch unwillingly bridled watch perfect plot watertight kim family poor penniless utterly hopeless tired stingy underground basement apartment eldest son woo shik seeks opportunity living squalor conditions plan wealthy park family stunning mansion liking decides bring rest family ride fine rise unfortunate incident intrigued bong story matters characters written delve plans park family story family,10,Parasites linger,2020-02-14,imdb,"Parasite, is a hard film to discuss, not because it's one of those films that is truly horrendous but genuinely its a hard film to talk about because its one those where you cant do your research, or where you can see any trailers because they would most likely spoil the outcome. The hard truth is, you have to go into it completely blind, because its one those films that can surprise you at any turn, essentially there are no words to describe this superb South Korean thriller but simply it's director: Bong Joon-ho. This is pure Bong, it's insane, if you were to put it into one single genre you would a very hard to find trying to find which genre it would slot into, is it a horror? A thriller? A crime-caper? A comedy? Or is it just a drama? It's all of them, and none of them at the same time. But in a way in that sense that's the way that Bong creates his cinema, just for him, the man has no one genre he has not one single technique in his directing style. From his first film in 2000 Barking Dogs Never Bite, to Memories of Murder, through his monster invasion flick The Host, Snowpiercer and there's even no way to describe his last film Netflix's Okja they are all him. And his seventh film Parasite goes completely crazy in fact we're not sure if it's trying to be a meticulous crowd-pleaser or a mindbending thriller or an Art-house caper. The point is where he is trying to go he does it successfully. From the opening reel it'll have you intrigued and it scratch you out until you are unwillingly bridled to watch it again and again... And why shouldn't you? It's perfect - the plot is watertight, the Kim family are poor and penniless and utterly hopeless, they are getting tired of their stingy underground basement apartment so the eldest son (Woo-shik) seeks out other opportunity besides living in squalor conditions. So he has a plan to work for the wealthy Park family in their stunning mansion, liking what he sees he decides to bring the rest of his family along for the ride, and for a while everything is going fine until the rise of an unfortunate incident. And that's when everything changes. Intrigued? Well, that's enough. Because when it comes to Bong it's not the story that matters its the way his characters are written, the way they delve into making new plans for the well-off Park family. No. What the story is a about, is family."
imdb0360,enjoyed movie watch acting unique storyline bad lot entertainment beginning slow escalates,10,Great movie!,2022-07-25,imdb,"I really enjoyed this movie. I have been wanting to watch it for a while. Great acting. A unique storyline. Not bad at all. A lot of entertainment. The beginning was a little slow, but then it escalates."
imdb0361,difficult review movie revealing spoilers real avoid spoilers leave parasite absolute watch movie loves movies owe life watch master bong joon ho friend discuss glad,10,Best Movie of the Year,2019-12-08,imdb,"It's difficult to review a movie like this without revealing any spoilers. For real, you definitely want to avoid spoilers on this one. So, I'll just leave you with this. Parasite is an absolute must-watch movie for anyone who loves movies. You owe it to your life to watch the work of a master like Bong Joon-Ho at his very best. See it with a friend. Discuss it afterwards. Then see it again. You'll be glad you did."
imdb0362,bong's movie masterpiece ages honestly surprised plot feelings actions heart roller coaster emotions laughing comfortably sitted edge seat laughing rooting soundtrack gorgeous editing superb acting genuine looked effortless movie spiked bong's movies korean movies,10,Roller coaster of emotions,2019-11-08,imdb,"Bong's movie is truly a masterpiece for the ages. I was honestly surprised to see such a turn in plot, feelings and actions. My heart was a roller coaster of emotions, laughing and being comfortably sitted and later on the edge of my seat, not laughing now but still rooting for them. The soundtrack was gorgeous, the editing superb, the acting was so genuine and looked effortless. This movie really spiked my interest not only in more of Bong's movies but in korean movies in general!"
imdb0363,comedy director magical mystery ride waiting ahead 10 10 watch movie,10,That escalated quickly,2019-06-25,imdb,"At first, you'll see it as a comedy, but then the director take you on a magical mystery ride and you'll never know what waiting for you up ahead. 10/10 a must watch movie"
imdb0364,bong joon ho stranger masterfull storytelling directing eversince memories murder amazing film uping game directing film word superb story poor rich told masterfully film touching credits roll smile darkness sorrow mivie conveys told story perfect film,10,Film Making At It's Best,2020-07-30,imdb,"Bong Joon Ho Is No Stranger To Masterfull Storytelling And Directing And Eversince He Made "" Memories of Murder "" (Which Is An Amazing Film) He Has Been Uping His Own Game. The Directing In This Film Is One Word Superb. And The Story Of Poor And Rich Are Told Masterfully , This Film Is So Touching That After The Credits Roll You Have A Smile On Your Face Despite The Darkness And Sorrow The Mivie Conveys. That Is A Well Told Story , That Is Perfect Film Making."
imdb0365,film plot twist highly recommended,10,Great film great plot,2019-12-30,imdb,"Best film I've seen in a long while, great plot good twist highly recommended"
imdb0366,movie knowing expectations whatsoever holy hell deliver films constantly evolving boring unpredictable bong joon ho genius pure art film perfect change deserves praise film,10,One word. Masterpiece.,2020-02-10,imdb,"I went into this movie without knowing anything about it. I had no expectations whatsoever but holy hell does it deliver. It is one of the best films I have ever seen. It's constantly evolving, never boring and so unpredictable. Bong Joon Ho is truly a genius and this is pure art. Everything about this film is perfect, there is not one thing I could name that i would change about it. It deserves all the praise it is getting. What a film."
imdb0367,viewed film beautiful addictive plot gorgeous cinematography bong joon ho crafted modern masterpiece revisiting repeatedly,10,One viewing only,2021-04-10,imdb,I've only viewed this film once and everything about it was beautiful! From the addictive plot to the gorgeous cinematography Bong Joon Ho has crafted a modern masterpiece that I will be revisiting repeatedly.
imdb0368,story levels society poor wealthy people,10,Excellent movie,2020-03-23,imdb,"Interesting story within two levels of society poor and wealthy people,"
imdb0369,movie ready search craigslist jobs friends family gonna build bunker,10,"Suspenseful, thrilling and lots of fun!",2020-02-03,imdb,"After this movie, I'm now ready to search Craigslist for available jobs for me, my friends and my family. I'm also gonna build myself a bunker."
imdb0370,absolutely incredible movie bit ultimate thriller slowly ramps final moments foreign films subtitles chance cinema 50,10,"Like others have said, one of the best films of the decade.",2021-08-01,imdb,Absolutely incredible movie it has a little bit of everything but it's the ultimate thriller. It slowly ramps up and never lets off until the final moments. Even if you aren't big on foreign films or subtitles just give this one a chance. It's as good as cinema has been in the last 50 years.
imdb0371,finished film film social study wealthy destitute poor family systematically infiltrates wealthy family essentially taking house sense feeling,10,Very Good Film on the Wealthy vs. the Destitute,2020-05-04,imdb,"While I'm not finished with the film as I right this, this film is a social study of the wealthy and the destitute. A poor family systematically infiltrates a wealthy family, essentially taking over the house in a sense. I have a feeling that this won't end well."
imdb0372,film critics awarded praised movies artistic statement lack entertainment movie experience mainstream viewers expect movie hand combines outstanding art cinematography exceptional movie experience minute beginning scene enjoyable executed perfectly read overwhelming critics positive feedbacks film watched movie overhyped biased watch enjoy thinking critics disappointed watch film enjoy korean cinema brought gems screen parasite diamond finally truely acknowledged academy,10,Bong Joon Ho's masterpiece.,2020-02-25,imdb,"By film critics awarded and praised movies are often an artistic statement on their own. But sometimes they do lack entertainment and the movie experience that mainstream viewers expect. This movie on the other hand combines the outstanding art of cinematography and an exceptional movie experience. Every minute from the beginning to the very last scene is enjoyable and executed perfectly. I read about the overwhelming critics and positive feedbacks about this film before I watched this movie. So I tried not to be too overhyped and biased. In fact, I tried to watch and enjoy it without thinking too much about the critics. And I was not disappointed at all. Just watch this film and enjoy: Korean cinema has brought us some gems to the big screen and Parasite is a diamond that is finally truely acknowledged by the academy."
imdb0373,brilliant provoking movie explores themes inequality social mobility movie laugh cry deeply world live film art cinema story testament power cinema stories entertaining meaningful movie stay watched film commentary social economic conditions modern society story haves nots lengths people survive film entertaining provoking movie leave lot exceptional movie deserves praise received movie laugh cry deeply world live film loves cinema experience special,10,Masterfully crafted and outstanding performances,2023-07-25,imdb,"A brilliant and thought-provoking movie that explores the themes of inequality and social mobility. It's a movie that will make you laugh, cry, and think deeply about the world we live in. The film is a must-see for anyone interested in the art of cinema. The story is a testament to the power of cinema to tell stories that are both entertaining and meaningful. It's a movie that will stay with you long after you've watched it. Overall, the film is a commentary on the social and economic conditions of modern society. It's a story about the haves and have-nots, and the lengths people will go to in order to survive. The film is both entertaining and thought-provoking, and it's a movie that will leave you with a lot to think about. Really an exceptional movie that deserves all the praise it has received. It's a movie that will make you laugh, cry, and think deeply about the world we live in. The film is a must-see for anyone who loves cinema and wants to experience something truly special."
imdb0374,movie unbelievable comedy thriller package message,10,What a hell was that sooo good movie ..,2020-04-13,imdb,"Movie was do good unbelievable comedy , thriller, all in one package with good message.."
imdb0375,write reviews film masterpiece favorite movies watch regret,10,Amazing!,2020-01-19,imdb,"I never write reviews but this film was a masterpiece! Definitely one of my favorite movies now. Go watch it, you won't regret it!"
imdb0376,glad managed watch parasite oscars deserving winner original screenplay picture categories 10 10 film 100 reviews genre parasite laughed stood edge seat emotional compelling 2 hours 20mins run time parasite brilliant story poor family living seoul entrench workers house super wealthy parks contrasts lifestyles beautifully portrayed unlike movies rich jackasses bad apples family flawed actively root script engaging builds perfect pace story positively suspense acting incredibly convincing poor family's patriarch kim ki taek wide range emotions trouble pinpointing makes film flew loved bit bong joon ho created masterpiece worthy recipient picture academy award english language film follow watch ps movie parasite remotely reminded hirokazu koreeda's shoplifters 2018,10,This is why the rating scale goes all the way to 10,2020-02-10,imdb,"Glad I managed to watch Parasite just before the Oscars. A most deserving winner, especially in Original Screenplay and Best Picture categories. Only 10/10 I have given to a film, out of nearly 100 reviews. I am not sure what genre Parasite is. I laughed, stood in the edge of my seat and got emotional all throughout a very compelling 2 hours and 20mins run time. Parasite is a brilliant story about a poor family living in Seoul who tries to entrench themselves as workers in the house of the super wealthy Parks. The contrasts between two lifestyles are beautifully portrayed and yet, unlike most movies, the rich ones are not made out to be jackasses or bad apples. They are merely a family. Certainly different, flawed, but not one you will actively root against. The script is one of the most engaging I have ever seen. Builds at a perfect pace with the story and yet is positively full of suspense. The acting is incredibly convincing, especially the poor family's patriarch Kim Ki-taek, who goes through a very wide range of emotions. I have trouble pinpointing what else makes it so great, but the film flew by for me. I loved every bit of it. Bong Joon-Ho created a masterpiece a very worthy recipient of the first Best Picture academy award for a non-English language film. It will certain open many others for others to follow him. A must watch. PS: the only movie that Parasite remotely reminded me off is Hirokazu Koreeda's Shoplifters (2018)"
imdb0377,laugh gullible rich family poor underdogs manipulated jobs house half thriller movie twists leave baffled spoil watch,10,Keeps you engaged. A humorous thrill ride,2020-04-13,imdb,I couldn't help but laugh at the gullible rich family when the poor underdogs manipulated them and got jobs in their house. The second half is a great thriller. The movie has many twists that will leave you baffled. I don't want to spoil it for you. It is a must watch .
imdb0378,holy crap tense movie twist coming predict funny scary sad weirdly sweet deserved picture insane,10,Like nothing you've seen before,2020-03-05,imdb,"Holy crap. This is a tense movie. You really won't see the twist coming and even then you won't predict what happens. Funny, scary, sad, and yet weirdly sweet. Definitely deserved best picture. Insane."
imdb0379,bong joon ho true masterpiece acting storytelling hooked story spend hour credits thinking avoid spoilers,10,Another Korean masterpiece,2019-10-23,imdb,Bong Joon-Ho did it again. A true masterpiece in acting and storytelling. You are hooked until the end of the story. Then you'll spend at least an hour after the credits thinking about it ! Avoid spoilers
imdb0380,watch subtitle movies reviews awards comments friends curious thrilled acting photography grand watch missed subtitles fast gist allowed play rented apple tv watched comfort home,10,What a movie👏,2020-02-16,imdb,"I normally do not watch subtitle movies yet the reviews, awards, and comments from friends had me curious. I am thrilled I saw it. Not sure what to make of it. Acting and photography was grand. I know I will watch it again. I missed parts of the subtitles because they went by too fast. I got the gist so I allowed it to play through. Rented it through Apple TV, watched it in the comfort of our home 😎"
imdb0381,watching fight system life society capitalism fight people eager fight,10,Feel from the bottom of the society,2019-07-03,imdb,"After watching, I see my fight against the system (life, society, Capitalism) as a fight for all of the people who still eager for a fight."
imdb0382,parasite rule parasite talk parasite parasite review parasite talking parasite kim ki woo woo sik choi student living family poverty basement sponging internet signals scrounging living sorts assembling pizza boxes opportunity friend slightly min seo joon park abroad study min english tutor market park family's school age daughter da hye ji jung fellow frat boys move future romance lined ki woo replacement ki woo lucked visits swanky park residence manages pull wool eyes da hye's bright mother yeon kyo yeo jeong jo influence family's lucky rock stop ki woo opportunity jobs sister kim dam park father ki taek kang ho song mother chung sook hye jin jang gradually poor kim family start encroach rich park family's lives story film gentle comic tale farcical elements movie takes sudden left twilight zone film cruelty measure astonishing script writer director bong joon ho nomination oscar original screenplay details superb film watch multiple times fabulous details scattered expensive car solid clunk shut door listen sound effect park front door shuts lucky rock favourite films farewell quickly accept embrace subtitles masterpiece cinema deserving multiple oscar nominations cannes palme d'or award 132 minutes short film seldom hours flown faster totally gripping times hysterically funny times shocking class struggle movie calibre ken loach imagined gripes,10,It's so metaphorical.,2020-02-09,imdb,"Everyone said ""Go see Parasite"". Everyone said ""The one rule about Parasite is that you don't talk about Parasite"". So I went to see Parasite. So this is a review about Parasite without talking about Parasite. Kim Ki-Woo (Woo-sik Choi) is a student living with his family in poverty in a sub-basement room, sponging off internet signals and scrounging a living, of sorts, by assembling pizza boxes. Opportunity presents itself when his best friend, the slightly older Min (Seo-joon Park), goes abroad to study. For Min is an English tutor to the up-market Park family's school-age daughter Da-hye (Ji-so Jung). Not wanting his fellow 'frat-boys' to move in on future romance - he's lined up Ki-Woo as his replacement. Ki-woo knows he's lucked in when he visits the swanky Park residence and manages to pull the wool over the eyes of Da-hye's not too bright mother Yeon-kyo (Yeo-jeong Jo). But the influence of the family's ""lucky rock"" doesn't stop there. Ki-woo sees an opportunity to get jobs for his sister Kim (So-dam Park), his father Ki-taek (Kang-ho Song) and his mother Chung-sook (Hye-jin Jang). And gradually the poor Kim family start to encroach on the rich Park family's lives. You might think that's the story. It's not. Just when you think you know where the film is going - a gentle comic tale with farcical elements - the movie takes a sudden left turn into The Twilight Zone. To say more, if you've not seen the film, would be cruelty beyond measure. It's a truly astonishing script, by writer/director Bong Joon Ho, and my nomination for the Oscar for best original screenplay. It's the details that get to you. This will be a superb film to watch multiple times. There are fabulous details scattered throughout. You know how the more expensive the car the more ""solid"" the clunk is as you shut the door? Listen to the sound effect when the Park front door shuts! Look what happens to the ""one of a kind"" lucky rock! As for one of my favourite films from last year - ""The Farewell"" - you very quickly get to accept and embrace the subtitles. YOU MUST NOT LET THIS PUT YOU OFF. This is a masterpiece of cinema, well-deserving of its multiple Oscar nominations and its Cannes Palme d'Or award. At 132 minutes, it's not a short film, but seldom have two hours flown by faster. It's totally gripping. At times hysterically funny; at times shocking. A class struggle movie of a calibre that Ken Loach would never have imagined! Gripes? I had just one."
imdb0383,bong joon ho incapable bad film parasite wickedly funny stunningly tragic gorgeously constructed beginning visual storytelling immaculate stair sequence incredibly crafted.the sound design soundtrack superbc subtle strong places.this paced film virtually trim deliberately avoiding talking film specific terms plot summary plenty online suggest avoiding film family strong theme class struggle helps acting excellent song kang ho continues actors dude cracking choking minutes talk film length spoiling true fan film miss type movie reminds people love film 10 10 trickle flood,10,Masterful storytelling that fully utilizes the art form.,2019-11-14,imdb,"Bong Joon-ho seems to be incapable of making a bad film and this one might be his very best. Parasite is wickedly funny, stunningly tragic, and just gorgeously constructed from beginning to end. The visual storytelling here is immaculate, the stair sequence, in particular, is incredibly crafted.The sound design and soundtrack are superbc subtle and strong in all the right places.This is probably the best-paced film I've seen this year, there's virtually nothing I could think of to trim. I am deliberately avoiding talking about the film in more specific terms, you don't need me for plot summary there's plenty of that online already. Though I would suggest avoiding all of it if you really want to get as much out of this film as possible. Family is certainly a strong theme as is class struggle if that helps. The acting is all excellent. Song Kang-ho continues to be one of the best actors working today. The dude will have you cracking up and then choking up within minutes of each other. I'm not really able to talk about this film at length without spoiling it so I'll just say if you're a true fan of film, this is not one you can miss. This is the type of movie that reminds people why they love film in the first place. 10/10 First a trickle, then a flood"
